з.е.,Распределение з.е. по курсам и периодам обучения,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Курс 1,,,,,,,,,Курс 2,,,,,,,,,Курс 3,,,,,,,,,Курс 4,,,,,,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
2,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
3,,{$},,"Б1.О.03
Иностранный язык
[За]
УК-4.1; УК-4.2; УК-4.3",2,{$},,"Б1.О.03
Иностранный язык
[За]
УК-4.1; УК-4.2; УК-4.3",2,,{$},,"Б1.О.04
Безопасность жизнедеятельности
[За]
УК-8.1; УК-8.2; УК-8.3",3,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
4,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.О.19
Теория автоматов, языков и вычислений
[За]
ОПК-1.1; ОПК-1.2; ОПК-1.3",3,{$},,"Б1.О.21
Машинно-зависимые языки программирования
[Эк]
ОПК-6.1; ОПК-6.2; ОПК-6.3",4,,{$},,,,{$},,"Б1.В.ДВ.05.01
Дисциплины по выбору Б1.В.ДВ.5: Системы искусственного интеллекта
[Эк]
(/ Системы аналитической обработки данных)
ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4; ПК-11.1; ПК-11.2; ПК-11.3",5
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
5,,{$},,"Б1.О.06
Информатика
[Эк]
ОПК-7.1; ОПК-7.2",4,{$},,"Б1.О.05
Физика
[За]
ОПК-1.1; ОПК-1.2; ОПК-1.3",4,,{$},,,,{$},,"Б1.О.03
Иностранный язык
[Эк]
УК-4.1; УК-4.2; УК-4.3",3,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
6,,{$},,,,{$},,,,,{$},,"Б1.О.05
Физика
[Эк]
ОПК-1.1; ОПК-1.2; ОПК-1.3",4,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.08
Тестирование программного обеспечения
[Эк]
ПК-6.1; ПК-6.2; ПК-6.3; ПК-6.4; ПК-7.1; ПК-7.2; ПК-7.3; ПК-8.1; ПК-8.2; ПК-8.3; ПК-8.4; ПК-9.1; ПК-9.2; ПК-9.3; ПК-10.1; ПК-10.2; ПК-10.3",5,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
7,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.О.23
Разработка корпоративных информационных систем
[За]
ОПК-8.1; ОПК-8.2; ОПК-8.3",3,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
8,,{$},,,,{$},,,,,{$},,,,{$},,"Б1.О.16
Алгоритмы и структуры данных
[Эк]
ОПК-6.1; ОПК-6.2; ОПК-6.3",5,,{$},,,,{$},,"Б1.О.22
Разработка мобильных приложений
[За]
ОПК-6.1; ОПК-6.2; ОПК-6.3",3,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
9,,{$},,"Б1.О.07
Основы программирования
[За]
ОПК-6.1; ОПК-6.2; ОПК-6.3",5,{$},,"Б1.О.07
Основы программирования
[Эк]
ОПК-6.1; ОПК-6.2; ОПК-6.3",4,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б1.В.ДВ.07.01
Дисциплины (модули) по выбору 7 (ДВ.7): Бакалаврский семинар
[Эк, КП]
(/ Командный курсовой проект)
ПК-17.1; ПК-17.2; ПК-18.1; ПК-18.2",6
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
10,,{$},,,,{$},,,,,{$},,"Б1.О.12
Теория вероятностей и математическая статистика
[Эк]
ОПК-1.1; ОПК-1.2; ОПК-1.3",5,{$},,,,,{$},,"Б1.О.25
Физическая культура и спорт
[За]
УК-7.1; УК-7.2; УК-7.3; УК-7.4",0.5,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.01
Профессионально-ориентированный иностранный язык
[За]
УК-4.1; УК-4.2; УК-4.3",1.5,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
11,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б1.О.25
Физическая культура и спорт
[За]
УК-7.1; УК-7.2; УК-7.3; УК-7.4",0.5,,{$},,"Б1.В.09
Основы профилактики коррупции
[За]
УК-10.1; УК-10.2",2,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б1.В.01
Профессионально-ориентированный иностранный язык
[За]
УК-4.1; УК-4.2; УК-4.3",1.5,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
12,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.06
Инженерия требований к программному обеспечению
[Эк]
ПК-14.1; ПК-14.2; ПК-14.3; ПК-14.4; ПК-15.1; ПК-15.2; ПК-15.3; ПК-15.4; ПК-16.1; ПК-16.2; ПК-17.1; ПК-17.2; ПК-18.1; ПК-18.2",5,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
13,,{$},,,,{$},,"Б1.О.08
Введение в профессиональную деятельность
[Эк]
УК-2.1; УК-2.2; УК-2.3; УК-2.4; ОПК-2.1; ОПК-2.2; ОПК-2.3; ОПК-4.1; ОПК-4.2; ОПК-4.3",4,,{$},,,,{$},,"Б1.О.17
Базы данных
[Эк]
ОПК-8.1; ОПК-8.2; ОПК-8.3",5,,{$},,,,{$},,"Б1.В.07
Проектирование и архитектура программных систем
[Эк]
ПК-1.1; ПК-1.2; ПК-1.3; ПК-1.4; ПК-4.1; ПК-4.2; ПК-4.3; ПК-4.4; ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4",4,,{$},,"Б1.В.ДВ.04.01
Дисциплины по выбору Б1.В.ДВ.4: Модели и методы искусственного интеллекта
[Эк]
(/ Разработка интеграционных систем)
ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4; ПК-11.1; ПК-11.2; ПК-11.3",7,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
14,,{$},,"Б1.О.08
Введение в профессиональную деятельность
[За]
УК-2.1; УК-2.2; УК-2.3; УК-2.4; ОПК-2.1; ОПК-2.2; ОПК-2.3; ОПК-4.1; ОПК-4.2; ОПК-4.3",4,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
15,,{$},,,,{$},,,,,{$},,"Б1.О.15
Математическая логика и теория алгоритмов
[За]
ОПК-1.1; ОПК-1.2; ОПК-1.3; ОПК-7.1; ОПК-7.2",3,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б2.О.02
Производственная практика
[ЗаО]
УК-2.1; УК-2.2; УК-2.3; УК-2.4; ОПК-2.1; ОПК-2.2; ОПК-2.3; ОПК-3.1; ОПК-3.2; ОПК-3.3; ОПК-4.1; ОПК-4.2; ОПК-4.3; ОПК-6.1; ОПК-6.2; ОПК-6.3; ОПК-8.1; ОПК-8.2; ОПК-8.3",9
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
16,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
17,,{$},,,,{$},,"Б1.О.10
Математический анализ
[Эк]
ОПК-1.1; ОПК-1.2; ОПК-1.3",5,,{$},,,,{$},,,,,{$},,"Б1.В.ДВ.01.01
Дисциплины по выбору Б1.В.ДВ.1: Теория вычислительного обучения
[Эк]
(/ Теория систем)
ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4; ПК-13.1; ПК-13.2; ПК-13.3; ПК-13.4; ПК-14.1; ПК-14.2; ПК-14.3; ПК-14.4",5,{$},,"Б1.В.ДВ.02.01
Дисциплины по выбору Б1.В.ДВ.2: Нейронные сети и их приложения
[Эк]
(/ Web-программирование)
ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4; ПК-13.1; ПК-13.2; ПК-13.3; ПК-13.4",5,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
18,,{$},,"Б1.О.09
Алгебра и геометрия
[Эк]
ОПК-1.1; ОПК-1.2; ОПК-1.3",5,{$},,,,,{$},,"Б1.О.16
Алгоритмы и структуры данных
[За]
ОПК-6.1; ОПК-6.2; ОПК-6.3",4,{$},,"Б1.О.24
Системное программирование
[За]
ОПК-6.1; ОПК-6.2; ОПК-6.3",3,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
