,,Б1.О.04,Технологии личностного роста и социальных взаимодействий,
,,Б2.В.01(П),Эксплуатационная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
УК-4,,,Способен осуществлять деловую коммуникацию в устной и письменной формах на государственном языке Российской Федерации и иностранном(ых) языке(ах),УК
,УК-4.1,,"Выбирает на государственном и иностранном (ых) языке (ах) коммуникативно приемлемые стиль делового общения, вербальные и невербальные средства взаимодействия с партнерами",-
,,Б1.О.05,Иностранный язык,
,,Б1.О.06,Теория и практика эффективного речевого общения,
,,Б1.В.04,Английский язык для профессиональных целей,
,,Б2.В.01(П),Эксплуатационная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,УК-4.2,,"Ведет деловую переписку, учитывая особенности стилистики официальных и неофициальных писем, социокультурные различия в формате корреспонденции на государственном и иностранном(ых) языке(ах)",-
,,Б1.О.05,Иностранный язык,
,,Б1.О.06,Теория и практика эффективного речевого общения,
,,Б1.В.04,Английский язык для профессиональных целей,
,,Б2.В.01(П),Эксплуатационная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,УК-4.3,,Демонстрирует владение основами речевого этикета и профессиональной коммуникации на государственном языке Российской Федерации и иностранном(ых) языке(ах),-
,,Б1.О.05,Иностранный язык,
,,Б1.О.06,Теория и практика эффективного речевого общения,
,,Б1.В.04,Английский язык для профессиональных целей,
,,Б2.В.01(П),Эксплуатационная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
УК-5,,,"Способен воспринимать межкультурное разнообразие общества в социально-историческом, этическом и философском контекстах",УК
,УК-5.1,,Осведомлен о культурных традициях народов России и мира в историческом развитии и и использует информацию о специфике разных культур для взаимодействия с их представителями в профессиональной и повседневной деятельности,-
,,Б1.О.01,Философия,
,,Б1.О.07,"История (история России, всеобщая история)",
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,УК-5.2,,Воспринимает в контексте философии необходимую для саморазвития и взаимодействия с другими информацию о культурных особенностях и традициях различных социальных групп,-
,,Б1.О.01,Философия,
,,Б1.О.07,"История (история России, всеобщая история)",
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
УК-6,,,"Способен управлять своим временем, выстраивать и реализовывать траекторию саморазвития на основе принципов образования в течение всей жизни",УК
,УК-6.1,,Эффективно планирует собственное время,-
,,Б1.О.04,Технологии личностного роста и социальных взаимодействий,
,,Б2.В.01(П),Эксплуатационная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,УК-6.2,,"Определяет цели собственной деятельности, планирует карьеру с учетом собственных ресурсов, внешних условий и средств",-
,,Б1.О.04,Технологии личностного роста и социальных взаимодействий,
,,Б2.В.01(П),Эксплуатационная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
УК-7,,,Способен поддерживать должный уровень физической подготовленности для обеспечения полноценной социальной и профессиональной деятельности,УК
,УК-7.1,,Применяет теоретические знания и практические умения для поддержания должного уровня физической подготовленности в профессиональной деятельности,-
,,Б1.О.08,Физическая культура и спорт,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,УК-7.2,,Выбирает спортивные и здоровьесберегающие технологии для поддержания здорового образа жизни с учетом физиологических особенностей организма,-
,,Б1.О.09,Прикладная физическая культура и спорт,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,УК-7.3,,Использует разнообразные средства и методы физической культуры и спорта для поддержания должного уровня физической подготовленности в профессиональной деятельности,-
,,Б1.О.09,Прикладная физическая культура и спорт,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,УК-7.4,,Соблюдает и пропагандирует нормы здорового образа жизни в различных жизненных ситуациях и в профессиональной деятельности,-
,,Б1.О.08,Физическая культура и спорт,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
УК-8,,,"Способен создавать и поддерживать в повседневной жизни и в профессиональной деятельности безопасные условия жизнедеятельности для сохранения природной среды, обеспечения устойчивого развития общества, в том числе при угрозе и возникновении чрезвычайных ситуаций и военных конфликтов",УК
,УК-8.1,,"Выявляет вероятные риски, определяет и оценивает опасные и вредные факторы, влияющие на жизнедеятельность при возникновении чрезвычайных ситуаций природного, техногенного и социального происхождения",-
,,Б1.О.10,Безопасность жизнедеятельности,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,УК-8.2,,"Понимает общие принципы обеспечения безопасной жизнедеятельности, в том числе при возникновении угрозы чрезвычайных ситуаций и военных конфликтов",-
,,Б1.О.10,Безопасность жизнедеятельности,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,УК-8.3,,Выявляет факторы вредного влияния производственных процессов и осуществляет действия по минимизации и предотвращению техногенного воздействия на природную среду с целью обеспечения устойчивого развития,-
,,Б1.О.10,Безопасность жизнедеятельности,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
УК-9,,,Способен принимать обоснованные экономические решения в различных областях жизнедеятельности,УК
,УК-9.1,,"Понимает базовые принципы функционирования экономики и экономического развития, цели формы участия государства в экономике",-
,,Б1.О.11,Экономическая культура и финансовая грамотность,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,УК-9.2,,"Применяет методы личного экономического и финансового планирования для достижения текущих и долгосрочных финансовых целей, использует финансовые инструменты для управления личными финансами (личным бюджетом), контролирует собственные экономические и финансовые риски",-
,,Б1.О.11,Экономическая культура и финансовая грамотность,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
УК-10,,,Способен формировать нетерпимое отношение к коррупционному поведению,УК
,УК-10.1,,"Понимает негативные последствия коррупции как угрозы национальной безопасности государства, а также основные принципы противодействия коррупции в Российской Федерации",-
,,Б1.О.02,Правоведение,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,УК-10.2,,"Демонстрирует нетерпимое отношение к коррупции, реализует меры антикоррупционной профилактики в повседневной жизни и профессиональной деятельности",-
,,Б1.О.02,Правоведение,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
ОПК-1,,,"Способен оценивать роль информации, информационных технологий и информационной безопасности в современном обществе, их значение для обеспечения объективных потребностей личности, общества и государства",ОПК
,ОПК-1.1,,"Понимает значение информации и информационной безопасности в развитии современного общества, значимость своей будущей ",-
,,Б1.О.12,Основы информационной безопасности,
,,Б1.О.34,Теория информации,
,,Б1.О.43,Гуманитарные аспекты информационной безопасности,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,ОПК-1.2,,"Понимает роль информационных технологий для обеспечения объективных потребностей личности, общества и государства",-
,,Б1.О.12,Основы информационной безопасности,
,,Б1.О.27,Информатика,
,,Б1.О.43,Гуманитарные аспекты информационной безопасности,
,,Б1.О.45,Документоведение и документооборот,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
ОПК-2,,,"Способен применять информационно-коммуникационные технологии, программные средства системного и прикладного назначения, в том числе отечественного производства, для решения задач профессиональной деятельности",ОПК
,ОПК-2.1,,"Ищет и обрабатывает информацию по профилю деятельности в глобальных компьютерных сетях, библиотечных фондах и иных источниках информации",-
,,Б1.О.03,Введение в профессиональную деятельность,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ОПК-2.2,,"Оценивает функциональные возможности программных средств, включая общесистемное и прикладное программное обеспечение, в том числе отечественного производства",-
,,Б1.О.16,Программно-аппаратные средства защиты информации,
,,Б1.О.29,Операционные системы,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ОПК-2.3,,"Выполняет работы по установке, настройке, администрированию и проверке работоспособности программных средств системного, прикладного и специального назначения в сфере профессиональной деятельности",-
,,Б1.О.15,Сети и системы передачи информации,
,,Б1.О.16,Программно-аппаратные средства защиты информации,
,,Б1.О.28,Аппаратные средства вычислительной техники,
,,Б1.О.29,Операционные системы,
,,Б1.О.30,Компьютерные сети,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
ОПК-3,,,Способен использовать необходимые математические методы для решения задач профессиональной деятельности,ОПК
,ОПК-3.1,,"Выбирает и применяет математический аппарат, включая специальные области математики, для решения профессиональных задач",-
,,Б1.О.19,Алгебра,
,,Б1.О.20,Аналитическая геометрия,
,,Б1.О.21,Математический анализ,
,,Б1.О.22,Дискретная математика,
,,Б1.О.23,Математическая логика и теория алгоритмов,
,,Б1.О.24,Теория вероятностей и математическая статистика,
,,Б1.О.36,Теоретико-числовые методы криптографии,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
ОПК-4,,,Способен применять необходимые физические законы и модели для решения задач профессиональной деятельности,ОПК
,ОПК-4.1,,"Анализирует физические явления и процессы, идентифицирует и формулирует проблемы в профессиональной области",-
,,Б1.О.25,Физика,
,,Б1.О.26,Электроника и схемотехника,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,ФТД.02,Цифровая обработка сигналов,
,ОПК-4.2,,Применяет знания физических основ современных информационно – телекоммуникационных технологий для решения профессиональных задач,-
,,Б1.О.26,Электроника и схемотехника,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,ФТД.02,Цифровая обработка сигналов,
ОПК-5,,,"Способен применять нормативные правовые акты, нормативные и методические документы, регламентирующие деятельность по защите информации в сфере профессиональной деятельности",ОПК
,ОПК-5.1,,Использует нормативные правовые акты и нормативные методические документы в области информационной безопасности в своей профессиональной деятельности,-
,,Б1.О.12,Основы информационной безопасности,
,,Б1.О.13,Организационное и правовое обеспечение информационной безопасности,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,ОПК-5.2,,"Использует нормативные правовые акты и нормативные методические документы, регламентирующие деятельность по разработке и сопровождению современных компьютерных систем, в своей профессиональной деятельности",-
,,Б1.О.13,Организационное и правовое обеспечение информационной безопасности,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
ОПК-6,,,"Способен при решении профессиональных задач организовывать защиту информации ограниченного доступа в соответствии с нормативными правовыми актами, нормативными и методическими документами Федеральной службы безопасности Российской Федерации, Федеральной службы по техническому и экспортному контролю",ОПК
,ОПК-6.1,,"Проводит сбор, систематизацию и оценку сведений об угрозах безопасности информации ограниченного доступа, оценивает необходимость защиты информации",-
,,Б1.О.17,Защита информации от утечки по техническим каналам,
,,Б1.О.41,Комплексная защита информации,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ОПК-6.2,,"Формулирует требования к защите информации в соответствии с нормативными правовыми актами, нормативными и методическими документами Федеральной службы безопасности Российской Федерации, Федеральной службы по техническому и экспортному контролю",-
,,Б1.О.17,Защита информации от утечки по техническим каналам,
,,Б1.О.41,Комплексная защита информации,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
ОПК-7,,,Способен использовать языки программирования и технологии разработки программных средств для решения задач профессиональной деятельности,ОПК
,ОПК-7.1,,"Осуществляет обоснованный выбор технологий, инструментария, языка программирования и способов оптимизации программ",-
,,Б1.О.31,Языки программирования,
,,Б1.О.32,Языки программирования. Дополнительные разделы,
,,Б1.О.33,Технологии и методы программирования,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,ФТД.01,Основы стеганографии,
,ОПК-7.2,,"Использует языки высокого и низкого уровня, технологии программирования, методы и инструментальные средства для решения задач профессиональной деятельности",-
,,Б1.О.31,Языки программирования,
,,Б1.О.32,Языки программирования. Дополнительные разделы,
,,Б1.О.33,Технологии и методы программирования,
,,Б2.О.01(У),Ознакомительная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,ФТД.01,Основы стеганографии,
ОПК-8,,,"Способен осуществлять подбор, изучение и обобщение научно-технической литературы, нормативных и методических документов в целях решения задач профессиональной деятельности",ОПК
,ОПК-8.1,,"Подбирает, изучает и обобщает научно-техническую информацию, отечественный и зарубежный опыт в сфере профессиональной деятельности",-
,,Б2.О.01(У),Ознакомительная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,,ФТД.01,Основы стеганографии,
,ОПК-8.2,,"Подбирает, изучает и обобщает нормативные, правовые и методические материалы в сфере профессиональной деятельности",-
,,Б1.О.13,Организационное и правовое обеспечение информационной безопасности,
,,Б2.О.01(У),Ознакомительная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,,ФТД.01,Основы стеганографии,
ОПК-9,,,Способен применять средства криптографической и технической защиты информации для решения задач профессиональной деятельности,ОПК
,ОПК-9.1,,"Строит, анализирует и реализует алгоритмы, в том числе криптографические в современных программных комплексах",-
,,Б1.О.18,Методы и средства криптографической защиты информации,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ОПК-9.2,,"Строит, анализирует и реализует криптографические протоколы в современных программных комплексах и информационных системах",-
,,Б1.О.35,Криптографические протоколы,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ОПК-9.3,,Обоснованно выбирает методы и средства криптографической защиты информации,-
,,Б1.О.18,Методы и средства криптографической защиты информации,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ОПК-9.4,,"Выполняет работы по установке, настройке, администрированию и проверке работоспособности программных, программно-аппаратных технических средств защиты информации",-
,,Б1.О.17,Защита информации от утечки по техническим каналам,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
ОПК-10,,,"Способен в качестве технического специалиста принимать участие в формировании политики информационной безопасности, организовывать и поддерживать выполнение комплекса мер по обеспечению информационной безопасности, управлять процессом их реализации на объекте защиты",ОПК
,ОПК-10.1,,"Выполняет управление инцидентами безопасности при функционировании программных средств системного, прикладного и специального назначения",-
,,Б1.О.14,Основы управления информационной безопасностью,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ОПК-10.2,,"Выполняет работы по установке, настройке, администрированию и проверке работоспособности программных, программно-аппаратных средств защиты информации",-
,,Б1.О.41,Комплексная защита информации,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
ОПК-11,,,Способен проводить эксперименты по заданной методике и обработку их результатов,ОПК
,ОПК-11.1,,"Применяет различные математические методы для идентификации, формулирования и решения проблем в профессиональной деятельности",-
,,Б1.О.39,Методы оценки безопасности компьютерных систем,
,,Б1.О.42,Математическое моделирование в задачах информационной безопасности,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,ОПК-11.2,,Применяет для обработки результатов экспериментов специализированное программное обеспечение,-
,,Б1.О.24,Теория вероятностей и математическая статистика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
ОПК-12,,,"Способен проводить подготовку исходных данных для проектирования подсистем, средств обеспечения защиты информации и для технико-экономического обоснования соответствующих проектных решений",ОПК
,ОПК-12.1,,"Применяет методы научных исследований при мониторинге, ситуационном анализе, систематизации и оценке сведений о методах, системах и средствах обеспечения информационной безопасности",-
,,Б1.О.42,Математическое моделирование в задачах информационной безопасности,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ОПК-12.2,,"Проводит оценку уязвимостей объекта защиты, устанавливает угрозы безопасности, учитывая влияние на них изменений конфигурации компьютерных (автоматизированных) систем, формирует модели угроз и модели нарушителя",-
,,Б1.О.39,Методы оценки безопасности компьютерных систем,
,,Б1.О.42,Математическое моделирование в задачах информационной безопасности,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
ОПК-13,,,"Способен анализировать основные этапы и закономерности исторического развития России, ее место и роль в контексте всеобщей истории, в том числе для формирования гражданской позиции и развития патриотизма",ОПК
,ОПК-13.1,,Анализирует основные этапы и закономерности исторического развития России и современные общественные процессы,-
,,Б1.О.07,"История (история России, всеобщая история)",
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ОПК-13.2,,Формирует гражданскую позицию,-
,,Б1.О.07,"История (история России, всеобщая история)",
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ОПК-13.3,,"Принимает решений в профессиональной деятельности, руководствуясь гражданской позицией и патриотизмом",-
,,Б1.О.07,"История (история России, всеобщая история)",
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
ОПК-1.1,,,Способен разрабатывать и реализовывать политики управления доступом в компьютерных системах,-
,ОПК-1.1.1,,"Формирует политики безопасности и профили защиты, оценивает их эффективность. Обоснованно выбирает методы и средства защиты информации",-
,,Б1.О.14,Основы управления информационной безопасностью,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,ОПК-1.1.2,,"Разрабатывает проекты нормативных, правовых и методических материалов, регламентирующих работу по обеспечению информационной безопасности компьютерных систем",-
,,Б2.О.01(У),Ознакомительная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
ОПК-1.2,,,Способен администрировать средства защиты информации в компьютерных системах и сетях,-
,ОПК-1.2.1,,Выполняет работы по конфигурированию средств защиты информации в компьютерных системах и сетях,-
,,Б1.О.40,Администрирование средств защиты информации в компьютерных системах и сетях,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,ОПК-1.2.2,,Выполняет управление инцидентами безопасности при функционировании средств защиты информации компьютерных систем и сетей,-
,,Б1.О.40,Администрирование средств защиты информации в компьютерных системах и сетях,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
ОПК-1.3,,,"Способен обеспечивать защиту информации при работе с базами данных, при передаче по компьютерным сетям",-
,ОПК-1.3.1,,"Устанавливает угрозы безопасности информации в базах данных, проводит их оценку, учитывая влияние на них изменений в конфигурации компьютерных сетей",-
,,Б1.О.38,Основы построения защищенных баз данных,
,,Б2.О.01(У),Ознакомительная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,ОПК-1.3.2,,"Выполняет работы в области защиты информации в базах данных, включая установку и конфигурирование средств защиты информации",-
,,Б1.О.38,Основы построения защищенных баз данных,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
ОПК-1.4,,,"Способен оценивать уровень безопасности компьютерных систем и сетей, в том числе в соответствии с нормативными и корпоративными требованиями",-
,ОПК-1.4.1,,"Проводит сбор, систематизацию и оценку сведений об угрозах безопасности информации в компьютерных системах и сетях, оценивает необходимость защиты информации, формулирует требования к защите информации, в том числе в соответствии с нормативными и корпоративными требованиями",-
,,Б1.О.37,Основы построения защищённых компьютерных сетей,
,,Б1.О.39,Методы оценки безопасности компьютерных систем,
,,Б1.О.41,Комплексная защита информации,
,,Б2.О.01(У),Ознакомительная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,ОПК-1.4.2,,"Выполняет расчет уровня компетентности сотрудников, обеспечивающих сопровождение и безопасность компьютерных систем и сетей",-
,,Б1.О.46,Акмеология,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
ПК-1,,,"Способен контролировать соблюдение требований по защите информации при установке программного обеспечения, включая антивирусное программное обеспечение",-
,ПК-1.1,,"Определяет, обосновывает и формализует правила безопасной эксплуатации программного обеспечения, в том числе, с использованием нормативно-правовых актов в области защиты информации",-
,,Б2.В.01(П),Эксплуатационная практика,
,,Б2.В.02(П),Преддипломная,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,ПК-1.2,,Выполняет проверку соответствия реальных характеристик программно-аппаратных средств защиты информации заявленным в их технической документации,-
,,Б2.В.01(П),Эксплуатационная практика,
,,Б2.В.02(П),Преддипломная,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,ПК-1.3,,Имеет представление об источниках угроз информационной безопасности программного обеспечения и мерах по их предотвращению,-
,,Б1.В.03,Защита программ и данных,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,,Б3.02(Г),Подготовка к сдаче и сдача государственного экзамена,
,ПК-1.4,,Имеет представление о порядке обеспечения безопасности информации при эксплуатации программного обеспечения,-
,,Б1.В.03,Защита программ и данных,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ПК-1.5,,Имеет представление о руководящие и методических документах уполномоченных федеральных органов исполнительной власти по защите информации,-
,,Б1.В.01,Междисциплинарный курсовой проект,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
ПК-2,,,Способен определять порядок установки программного обеспечения с целью соблюдения требований по защите информации,-
,ПК-2.1,,Осуществляет анализ угроз безопасности информации программного обеспечения,-
,,Б2.В.01(П),Эксплуатационная практика,
,,Б2.В.02(П),Преддипломная,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ПК-2.2,,"Участвует в разработке мероприятий по противодействию угрозам безопасности информации, возникающим при эксплуатации программного обеспечения",-
,,Б1.В.02,Безопасность операционных систем,
,,Б2.В.01(П),Эксплуатационная практика,
,,Б2.В.02(П),Преддипломная,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ПК-2.3,,Осуществляет контрольные мероприятия по оценке эффективности сформулированных требований к встроенным средствам защиты информации программного обеспечения,-
,,Б2.В.01(П),Эксплуатационная практика,
,,Б2.В.02(П),Преддипломная,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ПК-2.4,,Имеет представление об архитектуре подсистем защиты информации в операционных системах,-
,,Б1.В.02,Безопасность операционных систем,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ПК-2.5,,Имеет представление о принципах построения систем управления базами данных,-
,,Б2.В.01(П),Эксплуатационная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ПК-2.6,,Имеет представление о подходах для организации высокопроизводительных вычислений,-
,,Б1.В.ДВ.02.01,Параллельное программирование,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ПК-2.7,,Имеет представление о политиках управления доступом и информационными потоками применительно к прикладному программному обеспечению,-
,,Б2.В.01(П),Эксплуатационная практика,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
,ПК-2.8,,Имеет представление о принципах функционирования программных средств криптографической защиты информации,-
,,Б1.В.03,Защита программ и данных,
,,Б1.В.ДВ.02.02,Конечные поля и многочлены над ними,
,,Б3.01(Д),Подготовка к процедуре защиты и защита выпускной квалификационной работы,
ПК-3,,,Способен формулировать требования к параметрам средств антивирусной защиты для корректной работы программного обеспечения,-
,ПК-3.1,,Участвует в разработке мероприятий по противодействию угрозам безопасности информации от вредоносного программного обеспечения,-
,,Б1.В.01,Междисциплинарный курсовой проект,
,,Б1.В.03,Защита программ и данных,
,,Б2.В.01(П),Эксплуатационная практика,
