Индекс,,,Содержание,Тип
УК-1,,,"Способен осуществлять поиск, критический анализ и синтез информации, применять системный подход для решения поставленных задач",УК
,УК-1.1,,"Осуществляет поиск, анализ информации для решения поставленной задачи",-
,,Б1.О.01,Философия,
,,Б1.В.05,Методы анализа данных,
,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ФТД.02,Основы системных представлений,
,УК-1.2,,Осуществляет критический анализ и синтез информации для решения поставленной задачи,-
,,Б1.О.01,Философия,
,,Б1.В.05,Методы анализа данных,
,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ФТД.02,Основы системных представлений,
,УК-1.3,,Применяет системный подход для решения поставленных задач,-
,,Б1.О.01,Философия,
,,Б1.В.05,Методы анализа данных,
,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,ФТД.02,Основы системных представлений,
УК-2,,,"Способен определять круг задач в рамках поставленной цели и выбирать оптимальные способы их решения, исходя из действующих правовых норм, имеющихся ресурсов и ограничений",УК
,УК-2.1,,"Формулирует в рамках поставленной цели проекта совокупность взаимосвязанных задач, обеспечивающих ее достижение. Определяет ожидаемые результаты решения выделенных задач",-
,,Б1.О.08,Введение в профессиональную деятельность,
,,Б2.О.02,Производственная практика,
,,Б2.О.02.03(П),Преддипломная практика,
,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-2.2,,Способен выбирать действующие правовые нормы в рамках поставленных задач,-
,,Б1.О.08,Введение в профессиональную деятельность,
,,Б2.О.02,Производственная практика,
,,Б2.О.02.03(П),Преддипломная практика,
,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-2.3,,"Выбирает оптимальные способы решения задач, исходя из имеющихся ресурсов и ограничений",-
,,Б1.О.08,Введение в профессиональную деятельность,
,,Б2.О.02,Производственная практика,
,,Б2.О.02.03(П),Преддипломная практика,
,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-2.4,,"Способен разработать план мероприятий, направленных на достижение поставленной цели",-
,,Б1.О.08,Введение в профессиональную деятельность,
,,Б2.О.02,Производственная практика,
,,Б2.О.02.03(П),Преддипломная практика,
,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
УК-3,,,Способен осуществлять социальное взаимодействие и реализовывать свою роль в команде,УК
,УК-3.1,,Понимает и определяет эффективность использования стратегии сотрудничества,-
,,Б1.О.13,Теория и практика эффективного речевого общения,
,,Б1.В.ДВ.06.01,Командный проект по разработке программного обеспечения,
,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-3.2,,Учитывает в современной деятельности особенности поведения и общения разных людей,-
,,Б1.О.13,Теория и практика эффективного речевого общения,
,,Б1.В.ДВ.06.01,Командный проект по разработке программного обеспечения,
,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-3.3,,Сотрудничает с другими членами для достижения поставленной цели,-
,,Б1.О.13,Теория и практика эффективного речевого общения,
,,Б1.В.ДВ.06.01,Командный проект по разработке программного обеспечения,
