Индекс,,,Содержание,Тип
,,Б1.О.01,Философия,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
УК-7,,,Способен поддерживать должный уровень физической подготовленности для обеспечения полноценной социальной и профессиональной деятельности,УК
,УК-7.1,,Поддерживает должный уровень физической подготовленности для обеспечения полноценной социальной и профессиональной деятельности и соблюдает нормы здорового образа жизни.,-
,,Б1.О.30,Физическая культура и спорт,
,,Б1.О.31,Прикладная физическая культура и спорт,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-7.2,,Использует основы физической культуры для осознанного выбора здоровьесберегающих технологий с учетом внутренних и внешних условий реализации конкретной профессиональной деятельности.,-
,,Б1.О.30,Физическая культура и спорт,
,,Б1.О.31,Прикладная физическая культура и спорт,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
УК-8,,,"Способен создавать и поддерживать в повседневной жизни и в профессиональной деятельности безопасные условия жизнедеятельности для сохранения природной среды, обеспечения устойчивого развития общества, в том числе при угрозе и возникновении чрезвычайных ситуаций и военных конфликтов",УК
,УК-8.1,,Обеспечивает безопасные и/или комфортные условия труда на рабочем месте.,-
,,Б1.О.04,Безопасность жизнедеятельности,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-8.2,,"Выявляет и устраняет проблемы, связанные с нарушениями техники безопасности на рабочем месте.",-
,,Б1.О.04,Безопасность жизнедеятельности,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-8.3,,Осуществляет действия по предотвращению возникновения чрезвычайных ситуаций (природного и техногенного происхождения) на рабочем месте.,-
,,Б1.О.04,Безопасность жизнедеятельности,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-8.4,,Принимает участие в спасательных и неотложных аварийно-восстановительных мероприятиях в случае возникновения чрезвычайных ситуаций.,-
,,Б1.О.04,Безопасность жизнедеятельности,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
УК-9,,,Способен принимать обоснованные экономические решения в различных областях жизнедеятельности,УК
,УК-9.1,,"Понимает базовые принципы функционирования экономики и экономического развития, цели и формы участия государства в экономике;
",-
,,Б1.О.09,Экономика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-9.2,,"Применяет методы личного экономического и финансового планирования для достижения текущих и долгосрочных финансовых целей;
",-
,,Б1.О.09,Экономика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-9.3,," Использует финансовые инструменты для управления личными финансами, контролирует собственные экономические и финансовые риски;
",-
,,Б1.О.09,Экономика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
УК-10,,,Способен формировать нетерпимое отношение к коррупционному поведению,УК
,УК-10.1,,"Понимает негативные последствия коррупции как угрозы национальной безопасности государства, а также основные принципы противодействия коррупции в Российской Федерации;

",-
,,Б1.В.15,Основы профилактики коррупции,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,УК-10.2,,"Демонстрирует нетерпимое отношение к коррупции, реализует меры антикоррупционной профилактики в повседневной жизни и профессиональной деятельности;",-
,,Б1.В.15,Основы профилактики коррупции,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
ОПК-1,,,Способен применять знание фундаментальной математики и естественно-научных дисциплин при решении задач в области естественных наук и инженерной практике,ОПК
,ОПК-1.1,,"Знать математический аппарат, необходимый для решения профессиональных задач",-
,,Б1.О.07,Физика,
,,Б1.О.08,Введение в профессиональную деятельность,
,,Б1.О.11,Математический анализ,
,,Б1.О.12,Аналитическая геометрия,
,,Б1.О.13,Математическая логика и теория алгоритмов,
,,Б1.О.14,Дифференциальные уравнения,
,,Б1.О.15,Теория вероятностей,
,,Б1.О.16,Математическая статистика,
,,Б1.О.17,Теория функций комплексного переменного,
,,Б1.О.18,Исследование операций,
,,Б1.О.21,Численные методы,
,,Б1.О.23,Математическое моделирование,
,,Б1.О.24,Математический анализ. Дополнительные главы,
,,Б1.О.25,Дискретная математика,
,,Б1.О.26,Алгебра,
,,Б1.О.27,Уравнения математической физики,
,,Б1.О.28,Функциональный анализ,
,,Б2.О.01(У),Ознакомительная,
,,Б2.О.02(У),Научно-исследовательская работа (получение первичных навыков научно-исследовательской работы),
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ОПК-1.2,,"Уметь применять знания  фундаментальной математики, естественнонаучных дисциплин для анализа и обработки результатов при решении профессиональных задач;",-
,,Б1.О.07,Физика,
,,Б1.О.08,Введение в профессиональную деятельность,
,,Б1.О.11,Математический анализ,
,,Б1.О.12,Аналитическая геометрия,
,,Б1.О.13,Математическая логика и теория алгоритмов,
,,Б1.О.14,Дифференциальные уравнения,
,,Б1.О.15,Теория вероятностей,
,,Б1.О.16,Математическая статистика,
,,Б1.О.17,Теория функций комплексного переменного,
,,Б1.О.18,Исследование операций,
,,Б1.О.21,Численные методы,
,,Б1.О.23,Математическое моделирование,
,,Б1.О.24,Математический анализ. Дополнительные главы,
,,Б1.О.25,Дискретная математика,
,,Б1.О.26,Алгебра,
,,Б1.О.27,Уравнения математической физики,
,,Б1.О.28,Функциональный анализ,
,,Б2.О.01(У),Ознакомительная,
,,Б2.О.02(У),Научно-исследовательская работа (получение первичных навыков научно-исследовательской работы),
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ОПК-1.3,,"Владеть навыками использования теоретических основ базовых разделов фундаментальной математики, естественнонаучных дисциплин при решении профессиональных задач;",-
,,Б1.О.07,Физика,
,,Б1.О.08,Введение в профессиональную деятельность,
,,Б1.О.11,Математический анализ,
,,Б1.О.12,Аналитическая геометрия,
,,Б1.О.13,Математическая логика и теория алгоритмов,
,,Б1.О.14,Дифференциальные уравнения,
,,Б1.О.15,Теория вероятностей,
,,Б1.О.16,Математическая статистика,
,,Б1.О.17,Теория функций комплексного переменного,
,,Б1.О.18,Исследование операций,
,,Б1.О.21,Численные методы,
,,Б1.О.23,Математическое моделирование,
,,Б1.О.24,Математический анализ. Дополнительные главы,
,,Б1.О.25,Дискретная математика,
,,Б1.О.26,Алгебра,
,,Б1.О.27,Уравнения математической физики,
,,Б1.О.28,Функциональный анализ,
,,Б2.О.01(У),Ознакомительная,
,,Б2.О.02(У),Научно-исследовательская работа (получение первичных навыков научно-исследовательской работы),
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
ОПК-2,,,"Способен обоснованно выбирать, дорабатывать и применять для решения исследовательских и проектных задач математические методы и модели, осуществлять проверку адекватности моделей, анализировать результаты, оценивать надежность и качество функционирования систем",ОПК
,ОПК-2.1,,Знать основные математические модели и методы решения исследовательских и проектных задач,-
,,Б1.О.23,Математическое моделирование,
,,Б1.О.27,Уравнения математической физики,
,,Б1.О.28,Функциональный анализ,
,,Б1.О.32,Анализ данных,
,,Б2.О.01(У),Ознакомительная,
,,Б2.О.02(У),Научно-исследовательская работа (получение первичных навыков научно-исследовательской работы),
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ОПК-2.2,,"Уметь осуществлять проверку адекватности моделей, анализировать результаты. ",-
,,Б1.О.23,Математическое моделирование,
,,Б1.О.27,Уравнения математической физики,
,,Б1.О.28,Функциональный анализ,
,,Б1.О.32,Анализ данных,
,,Б2.О.01(У),Ознакомительная,
,,Б2.О.02(У),Научно-исследовательская работа (получение первичных навыков научно-исследовательской работы),
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ОПК-2.3,,Владеть методами оценки  надежности и качества функционирования систем.,-
,,Б1.О.23,Математическое моделирование,
,,Б1.О.27,Уравнения математической физики,
,,Б1.О.28,Функциональный анализ,
,,Б1.О.32,Анализ данных,
,,Б2.О.01(У),Ознакомительная,
,,Б2.О.02(У),Научно-исследовательская работа (получение первичных навыков научно-исследовательской работы),
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
ОПК-3,,,Способен понимать принципы работы современных информационных технологий и использовать их для решения задач профессиональной деятельности,ОПК
,ОПК-3.1,,Знать принципы работы современных информационных технологий;,-
,,Б1.О.22,Теория случайных процессов,
,,Б1.О.23,Математическое моделирование,
,,Б1.О.32,Анализ данных,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ОПК-3.2,,Уметь применять информационные технологий при решении профессиональных задач;,-
,,Б1.О.22,Теория случайных процессов,
,,Б1.О.23,Математическое моделирование,
,,Б1.О.32,Анализ данных,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ОПК-3.3,,Использовать аналитические и научные пакеты прикладных программ для решения профессиональных задач;,-
,,Б1.О.22,Теория случайных процессов,
,,Б1.О.23,Математическое моделирование,
,,Б1.О.32,Анализ данных,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
ОПК-4,,,"Способен разрабатывать алгоритмы и компьютерные программы, пригодные для практического применения",ОПК
,ОПК-4.1,,"Знать технические и программные средства реализации информационных технологий; современные языки программирования, базы данных, программное обеспечение и технологии программирования;",-
,,Б1.О.05,Информатика,
,,Б1.О.06,Языки программирования,
,,Б1.О.19,Операционные системы и сети ЭВМ,
,,Б1.О.20,Базы данных,
,,Б1.О.29,Язык программирования Python для научных вычислений,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ОПК-4.2,,Уметь планировать модельный эксперимент и обрабатывать его результаты на персональном компьютере;  использовать алгоритмы обработки информации для различных приложений.,-
,,Б1.О.05,Информатика,
,,Б1.О.06,Языки программирования,
,,Б1.О.19,Операционные системы и сети ЭВМ,
,,Б1.О.20,Базы данных,
,,Б1.О.29,Язык программирования Python для научных вычислений,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ОПК-4.3,,"Владеть основными методами, способами и средствами  получения, хранения, переработки информации; навыками проектирования программных алгоритмов и реализации их на языке программирования;",-
,,Б1.О.05,Информатика,
,,Б1.О.06,Языки программирования,
,,Б1.О.19,Операционные системы и сети ЭВМ,
,,Б1.О.20,Базы данных,
,,Б1.О.29,Язык программирования Python для научных вычислений,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
ПК-1,,,"Способен к постижению основ математических моделей реального объекта или процесса, готов применять моделирование для построения объектов и процессов, определения или предсказания их свойств.",-
,ПК-1.1,,Знать основы применения математических моделей при исследовании процессов и систем.,-
,,Б1.В.01,Методы оптимизации,
,,Б1.В.02,Теория чисел,
,,Б1.В.03,Интегральные преобразования и их применение,
,,Б1.В.04,Теоретическая механика,
,,Б1.В.05,Компьютерные сети,
,,Б1.В.06,Параллельное программирование,
,,Б1.В.12,Нечеткая логика и ее приложения,
,,Б1.В.13,Методика обучения математике,
,,Б1.В.14,Аналитическая механика,
,,Б1.В.ДВ.04.01,Основы компьютерной алгебры,
,,Б2.В.01(П),Научно - исследовательская работа,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-1.2,,Уметь использовать современный аппарат математического моделирования при решении прикладных научных и производственных задач,-
,,Б1.В.01,Методы оптимизации,
,,Б1.В.02,Теория чисел,
,,Б1.В.03,Интегральные преобразования и их применение,
,,Б1.В.04,Теоретическая механика,
,,Б1.В.05,Компьютерные сети,
,,Б1.В.06,Параллельное программирование,
,,Б1.В.12,Нечеткая логика и ее приложения,
,,Б1.В.13,Методика обучения математике,
,,Б1.В.14,Аналитическая механика,
,,Б1.В.ДВ.04.01,Основы компьютерной алгебры,
,,Б2.В.01(П),Научно - исследовательская работа,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-1.3,,Владеть  методами проверки на адекватность и проведения анализа результатов моделирования.,-
,,Б1.В.01,Методы оптимизации,
,,Б1.В.02,Теория чисел,
,,Б1.В.03,Интегральные преобразования и их применение,
,,Б1.В.04,Теоретическая механика,
,,Б1.В.05,Компьютерные сети,
,,Б1.В.06,Параллельное программирование,
,,Б1.В.12,Нечеткая логика и ее приложения,
,,Б1.В.13,Методика обучения математике,
,,Б1.В.14,Аналитическая механика,
,,Б1.В.ДВ.04.01,Основы компьютерной алгебры,
,,Б2.В.01(П),Научно - исследовательская работа,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
ПК-2,,,Способен самостоятельно изучать новые разделы фундаментальных наук,-
,ПК-2.1,,Знать теоретические основы фундаментальных наук и их задачи; подходы к изучению новых подходов изучения фундаментальных наук.,-
,,Б1.В.04,Теоретическая механика,
,,Б1.В.07,Бакалаврский семинар,
,,Б1.В.ДВ.01.01,Теория рисков,
,,Б1.В.ДВ.01.02,Численная линейная алгебра,
,,Б1.В.ДВ.03.01,Дискретный гармонический анализ,
,,Б1.В.ДВ.03.02,Механика сплошной среды,
,,Б1.В.ДВ.04.01,Основы компьютерной алгебры,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,,ФТД.В.01,Цифровая обработка сигналов,
,,ФТД.В.02,Пакеты прикладных программ,
,ПК-2.2,,Уметь творчески применять полученную научную информацию в своей профессиональной деятельности;,-
,,Б1.В.04,Теоретическая механика,
,,Б1.В.07,Бакалаврский семинар,
,,Б1.В.ДВ.01.01,Теория рисков,
,,Б1.В.ДВ.01.02,Численная линейная алгебра,
,,Б1.В.ДВ.03.01,Дискретный гармонический анализ,
,,Б1.В.ДВ.03.02,Механика сплошной среды,
,,Б1.В.ДВ.04.01,Основы компьютерной алгебры,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,,ФТД.В.01,Цифровая обработка сигналов,
,,ФТД.В.02,Пакеты прикладных программ,
,ПК-2.3,,"Владеть методами овладения новой информации,
навыками изучения новых разделов фундаментальных наук.
",-
,,Б1.В.04,Теоретическая механика,
,,Б1.В.07,Бакалаврский семинар,
,,Б1.В.ДВ.01.01,Теория рисков,
,,Б1.В.ДВ.01.02,Численная линейная алгебра,
,,Б1.В.ДВ.03.01,Дискретный гармонический анализ,
,,Б1.В.ДВ.03.02,Механика сплошной среды,
,,Б1.В.ДВ.04.01,Основы компьютерной алгебры,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,,ФТД.В.01,Цифровая обработка сигналов,
,,ФТД.В.02,Пакеты прикладных программ,
ПК-3,,,Способен применять математический аппарат для решения поставленных задач.,-
,ПК-3.1,,Знать основы применения математического аппарата для решения поставленных задач.,-
,,Б1.В.01,Методы оптимизации,
,,Б1.В.02,Теория чисел,
,,Б1.В.03,Интегральные преобразования и их применение,
,,Б1.В.08,Основы топологии,
,,Б1.В.09,Основы вычислительного эксперимента,
,,Б1.В.10,Информационная безопасность и защита информации,
,,Б1.В.11,Разностные методы,
,,Б1.В.14,Аналитическая механика,
,,Б1.В.ДВ.01.01,Теория рисков,
,,Б1.В.ДВ.01.02,Численная линейная алгебра,
,,Б1.В.ДВ.02.01,Математика сложных процессов,
,,Б1.В.ДВ.02.02,Нейронные сети и их приложения,
,,Б2.В.01(П),Научно - исследовательская работа,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-3.2,,"Уметь самостоятельно разрабатывать математические модели, на основе содержательного и физического описания процессов и объектов.",-
,,Б1.В.01,Методы оптимизации,
,,Б1.В.02,Теория чисел,
,,Б1.В.03,Интегральные преобразования и их применение,
,,Б1.В.08,Основы топологии,
,,Б1.В.09,Основы вычислительного эксперимента,
,,Б1.В.10,Информационная безопасность и защита информации,
,,Б1.В.11,Разностные методы,
,,Б1.В.14,Аналитическая механика,
,,Б1.В.ДВ.01.01,Теория рисков,
,,Б1.В.ДВ.01.02,Численная линейная алгебра,
,,Б1.В.ДВ.02.01,Математика сложных процессов,
,,Б1.В.ДВ.02.02,Нейронные сети и их приложения,
,,Б2.В.01(П),Научно - исследовательская работа,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-3.3,,Владеть основными понятиями и результатами основополагающих математических дисциплин;,-
,,Б1.В.01,Методы оптимизации,
,,Б1.В.02,Теория чисел,
,,Б1.В.03,Интегральные преобразования и их применение,
,,Б1.В.08,Основы топологии,
,,Б1.В.09,Основы вычислительного эксперимента,
,,Б1.В.10,Информационная безопасность и защита информации,
,,Б1.В.11,Разностные методы,
,,Б1.В.14,Аналитическая механика,
,,Б1.В.ДВ.01.01,Теория рисков,
,,Б1.В.ДВ.01.02,Численная линейная алгебра,
,,Б1.В.ДВ.02.01,Математика сложных процессов,
,,Б1.В.ДВ.02.02,Нейронные сети и их приложения,
,,Б2.В.01(П),Научно - исследовательская работа,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
ПК-4,,,"Способен проводить анализ результатов моделирования, принимать решения на основе полученных результатов.",-
,ПК-4.1,,Знать теоретические основы моделирования процессов и систем.,-
,,Б1.В.07,Бакалаврский семинар,
,,Б1.В.ДВ.02.01,Математика сложных процессов,
,,Б1.В.ДВ.02.02,Нейронные сети и их приложения,
,,Б1.В.ДВ.04.02,Технологии программирования,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-4.2,,"Уметь  применять соответствующую процессу математическую модель и проверить ее адекватность, провести анализ результатов моделирования.",-
,,Б1.В.07,Бакалаврский семинар,
,,Б1.В.ДВ.02.01,Математика сложных процессов,
,,Б1.В.ДВ.02.02,Нейронные сети и их приложения,
,,Б1.В.ДВ.04.02,Технологии программирования,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
,ПК-4.3,,"Владеть методами математического и физического моделирования;
навыками построения соответствующей процессу математической модели.
",-
,,Б1.В.07,Бакалаврский семинар,
,,Б1.В.ДВ.02.01,Математика сложных процессов,
,,Б1.В.ДВ.02.02,Нейронные сети и их приложения,
,,Б1.В.ДВ.04.02,Технологии программирования,
,,Б2.В.02(П),Преддипломная  практика,
,,Б3.О.01(Д),выполнение и защита выпускной квалификационной работы,
