,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,, Документ подписан простой электронной подписью,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,, Информация о владельце: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,, ФИО:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,, Должность:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,, Дата подписания:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,, Уникальный программный ключ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,Министерство науки и высшего образования РФ,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,СОГЛАСОВАНО,,,,,,,,,,,,,,,,,УТВЕРЖДАЮ,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,УЧЕБНЫЙ ПЛАН,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,"  ФГАОУ ВО Сибирский федеральный университет
ИНСТИТУТ КОСМИЧЕСКИХ И ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,УТВЕРЖДАЮ,,,,,,,,,,
22,,План одобрен Ученым советом вуза,,,,,,,,,УЧЕБНЫЙ ПЛАН,,,,,,,,Ректор СФУ ,,,,,,,Румянцев М.В.,,,,
23,,Протокол №             от ,,,,,,,,,,,,,,,,,,"""___"" ____________ 20___ г.",,,,,,,,,,
24,,,,,,,по программе  бакалавриата,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,09.03.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,Направление 09.03.02 Информационные системы и технологии ,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,Профиль:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,Военная специальность:             ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,Военная специализация:              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,Предназначение выпускников:      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,Кафедра: ,Кафедра систем искусственного интеллекта (КСИИ_ИКИТ),,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,Факультет: ,Институт космических и информационных технологий,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,Квалификация: бакалавр,,,,,,,,,,,,,Год начала подготовки (по учебному плану),,,,,,,2021,,,,,,,,
40,,,,,,,,,,,,,,,Учебный год,,,,,,,2021-2022,,,,,,,,
41,,Форма обучения: очная форма,,,,,,,,,,,,,Образовательный стандарт (ФГОС),,,,,,, № 926 от 19.09.2017,,,,,,,,
42,,Срок получения образования: 4г,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,Код,Области профессиональной деятельности и (или) сферы профессиональной деятельности. Профессиональные стандарты,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,06,"СВЯЗЬ, ИНФОРМАЦИОННЫЕ И КОММУНИКАЦИОННЫЕ ТЕХНОЛОГИИ",,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,06.001,ПРОГРАММИСТ,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,06.011,АДМИНИСТРАТОР БАЗ ДАННЫХ,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,06.014,МЕНЕДЖЕР ПО ИНФОРМАЦИОННЫМ ТЕХНОЛОГИЯМ,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,06.015,СПЕЦИАЛИСТ ПО ИНФОРМАЦИОННЫМ СИСТЕМАМ,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,06.016,РУКОВОДИТЕЛЬ ПРОЕКТОВ В ОБЛАСТИ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,06.019,ТЕХНИЧЕСКИЙ ПИСАТЕЛЬ (СПЕЦИАЛИСТ ПО ТЕХНИЧЕСКОЙ ДОКУМЕНТАЦИИ В ОБЛАСТИ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ),,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,06.022,СИСТЕМНЫЙ АНАЛИТИК,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,06.025,СПЕЦИАЛИСТ ПО ДИЗАЙНУ ГРАФИЧЕСКИХ И ПОЛЬЗОВАТЕЛЬСКИХ ИНТЕРФЕЙСОВ,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,06.035,РАЗРАБОТЧИК WEB И МУЛЬТИМЕДИЙНЫХ ПРИЛОЖЕНИЙ,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,25,РАКЕТНО-КОСМИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,25.017,СПЕЦИАЛИСТ ПО ОКАЗАНИЮ КОСМИЧЕСКИХ УСЛУГ НА ОСНОВЕ ИСПОЛЬЗОВАНИЯ ДАННЫХ ДИСТАНЦИОННОГО ЗОНДИРОВАНИЯ ЗЕМЛИ ИЗ КОСМОСА,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,25.044,СПЕЦИАЛИСТ ПО ПРИМЕНЕНИЮ ГЕОИНФОРМАЦИОННЫХ СИТЕМ И ТЕХНОЛОГИЙ ДЛЯ РЕШЕНИЯ ЗАДАЧ ГОСУДАРСТВЕННОГО И МУНИЦИПАЛЬНОГО УРОВНЯ,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,25.050,СПЕЦИАЛИСТ ПО ПОДДЕРЖКЕ ПРИНЯТИЯ УПРАВЛЕНЧЕСКИХ РЕШЕНИЙ НА ОСНОВЕ РЕЗУЛЬТАТОВ КОСМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,40,СКВОЗНЫЕ ВИДЫ ПРОФЕССИОНАЛЬНОЙ ДЕЯТЕЛЬНОСТИ В ПРОМЫШЛЕННОСТИ,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,40.059,ПРОМЫШЛЕННЫЙ ДИЗАЙНЕР (ЭРГОНОМИСТ),,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,Основной,Типы задач профессиональной деятельности,,,,,,,,,,,,СОГЛАСОВАНО,,,,,,,,,,,,,,,
64,,+,производственно-технологический,,,,,,,,,,,,Руководитель УД,,,,,,,,,,/ Козель Н.А./ ,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,и.о. директора ИКИТ,,,,,,,,,,/ Капулин Д.В./ ,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,Зав. Кафедрой КСИИ_ИКИТ,,,,,,,,,,/ Цибульский Г.М./ ,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
