,,,,Итого,,,,,,,,,,,,,,,,,,Курс 1,,,,,,,Курс 2,,,,,,,Курс 3,,,,,,,Курс 4,,,,,,,Курс 5,,,,,,,Курс 6,,,,,,,Курс 7,,,,,
,,,,Баз.%,Вар.%,ДВ(от Вар.)%,з.е.,,,,,,,Часов,,,,,,,,Всего,Всего,Сем. 1,,Сем. 2,,,Всего,Всего,Сем. 3,,Сем. 4,,,Всего,Всего,Сем. 5,,Сем. 6,,,Всего,Всего,Сем. 7,,Сем. 8,,,Всего,Всего,Сем. 9,,Сем. A,,,Всего,Всего,Сем. B,,Сем. C,,,Всего,Всего,Сем. D,,Сем. E,
,,,,,,,Мин.,Макс.,,,Факт,Факт,Переат.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Итого (с факультативами),12,,,,,191,343,,,246,246,,,,,,,,,,60,,27.5,,32.5,,,60,,27,,33,,,66,,32,,34,,,60,,31,,29,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Итого по ОП (без факультативов),11,,,,,189,333,,,240,240,,,,,,,,,,60,,27.5,,32.5,,,60,,27,,33,,,60,,26,,34,,,60,,31,,29,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б1,Дисциплины (модули),734053,,45%,55%,26.7%,160,211,,,210,210,,,,,,,,,,57,,27.5,,29.5,,,57,,27,,30,,,54,,26,,28,,,42,,31,,11,,,,,,,,,,,,,,,,,,,,,,
Б1.О,Обязательная часть,734054,,,,,,94,,,94,94,,,,,,,,,,57,,27.5,,29.5,,,23,,10,,13,,,8,,5.5,,2.5,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,
Б1.В,"Часть, формируемая участниками образовательных отношений",734055,,,,,,116,,,116,116,,,,,,,,,,,,,,,,,34,,17,,17,,,46,,20.5,,25.5,,,36,,25,,11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б2,Практика,734056,,57%,43%,0%,20,71,,,21,21,,,,,,,,,,3,,,,3,,,3,,,,3,,,6,,,,6,,,9,,,,9,,,,,,,,,,,,,,,,,,,,,,
Б2.О,Обязательная часть,734057,,,,,,12,,,12,12,,,,,,,,,,3,,,,3,,,3,,,,3,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б2.В,"Часть, формируемая участниками образовательных отношений",734058,,,,,,9,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б3,Государственная итоговая аттестация,734059,,,,,9,51,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ФТД,Факультативы,734060,,,,,2,10,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Учебная нагрузка (акад.час/нед),"ОП, факультативы (в период ТО)",,,,,,,,,53.9,,,,,,,,,,,-,,53.3,,55.4,,,-,,53.3,,58,,,-,,50,,55.2,,,-,,57.6,,42.3,,,-,,,,,,,-,,,,,,,-,,,,,
,,"ОП, факультативы (в период экз. сессий)",,,,,,,,,53.5,,,,,,,,,,,-,,54,,54,,,-,,54,,50.9,,,-,,54,,54,,,-,,54,,54,,,-,,,,,,,-,,,,,,,-,,,,,
,,в период гос. экзаменов,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Контактная работа в период ТО (акад.час/нед),ОП без элект. дисциплин по физ.к.,,,,,,,,,25.9,,,,,,,,,,,-,,25.8,,27.8,,,-,,24.7,,29.1,,,-,,23.7,,25.2,,,-,,30.9,,12.6,,,-,,,,,,,-,,,,,,,-,,,,,
,,элективные дисциплины по физ.к.,,,,,,,,,2.6,,,,,,,,,,,-,,2.8,,2.9,,,-,,3.9,,4,,,-,,2.7,,2.7,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,
,Контактная работа (акад.час/год),обязательная,,,,,,,,,426,,,,,,,,,,,-,,954,,,,,-,,936,,,,,-,,882,,,,,-,,636,,,,,-,,,,,,,-,,,,,,,-,,,,,
,,необязательная,,,,,,,,,66.7,,,,,,,,,,,-,,100,,,,,-,,136,,,,,-,,164,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,
,Суммарная контактная работа (акад. час),Блок Б1,,,,,,,,,3700,,,,,,,,,,,-,,518,,536,,,-,,500,,572,,,-,,460,,478,,,-,,540,,96,,,-,,,,,,,-,,,,,,,-,,,,,
,,в том числе по элект. дисц. по ф.к.,,,,,,,,,328,,,,,,,,,,,-,,50,,50,,,-,,68,,68,,,-,,46,,46,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,
,,Блок Б2,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,
,,Блок Б3,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,
,,Блок ФТД,,,,,,,,,108,,,,,,,,,,,-,,,,,,,-,,,,,,,-,,108,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,
,,Итого по всем блокам,,,,,,,,,3808,,,,,,,,,,,-,,518,,536,,,-,,500,,572,,,-,,568,,478,,,-,,540,,96,,,-,,,,,,,-,,,,,,,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Аудиторная нагрузка (акад.час/нед),ОП без элект. дисциплин по физ.к.,,,,,,,,,25.9,,,,,,,,,,,-,,25.8,,27.8,,,-,,24.7,,29.1,,,-,,23.7,,25.2,,,-,,30.9,,12.6,,,-,,,,,,,-,,,,,,,-,,,,,
,,элективные дисциплины по физ.к.,,,,,,,,,,,,,,,,,,,,-,,2.8,,2.9,,,-,,3.9,,4,,,-,,2.7,,2.7,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,,,,
,Аудиторная нагрузка (акад.час/год),обязательная,,,,,,,,,426,,,,,,,,,,,-,,954,,,,,-,,936,,,,,-,,882,,,,,-,,636,,,,,-,,,,,,,-,,,,,,,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Обязательные формы контроля,  ЭКЗАМЕН (Эк),,,,,,,,,,,,,,,,,,,,6,,2,,4,,,7,,3,,4,,,6,,3,,3,,,5,,3,,2,,,,,,,,,,,,,,,,,,,,,,
,,  ЗАЧЕТ (За),,,,,,,,,,,,,,,,,,,,11,,6,,5,,,10,,5,,5,,,11,,5,,6,,,7,,6,,1,,,,,,,,,,,,,,,,,,,,,,
,,  КУРСОВОЙ ПРОЕКТ (КП),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,  КУРСОВАЯ РАБОТА (КР),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Процент ... занятий от аудиторных (%), лекционных,,,,,,,,,38.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, в интерактивной форме,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Объём обязательной части от общего объёма программы (%),,,,,,,,,,44.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Объём конт. работы от общего объёма времени на реализацию дисциплин (модулей) (%),,,,,,,,,,46.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Доля учебных занятий и практик в ОП (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Доля практик в профессиональном цикле (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Процент практической подготовки от общего объёма часов (%),Б1,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Б2,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Б3,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Итого по блокам,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Процент практической подготовки от общего объёма часов на практики (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
