,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,, Документ подписан простой электронной подписью,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,, Информация о владельце: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,, ФИО:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,, Должность:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,, Дата подписания:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,, Уникальный программный ключ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,МИНИСТЕРСТВО НАУКИ И ВЫСШЕГО ОБРАЗОВАНИЯ РФ,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,СОГЛАСОВАНО,,,,,,,,,,,,,,,,,УТВЕРЖДАЮ,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,УЧЕБНЫЙ ПЛАН,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,"  ФГАОУ ВО Сибирский федеральный университет
ИНСТИТУТ ПЕДАГОГИКИ, ПСИХОЛОГИИ И СОЦИОЛОГИИ  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,УТВЕРЖДАЮ,,,,,,,,,,
22,,План одобрен Ученым советом вуза,,,,,,,,,УЧЕБНЫЙ ПЛАН,,,,,,,,Ректор СФУ ,,,,,,,Румянцев М.В.,,,,
23,,Протокол №             от ,,,,,,,,,,,,,,,,,,"""___"" ____________ 20___ г.",,,,,,,,,,
24,,,,,,,по программе  бакалавриата,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,09.03.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,"09.03.03 Прикладная информатика
09.03.03.32 Прикладная информатика в социальных коммуникациях",,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,Профиль:,Прикладная информатика в социальных коммуникациях,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,Военная специальность:             ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,Военная специализация:              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,Предназначение выпускников:      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,Кафедра: ,Кафедра современных образовательных технологий (СОТ_ИППС),,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,Факультет: ,"Институт педагогики, психологии и социологии",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,Квалификация: бакалавр,,,,,,,,,,,,,Год начала подготовки (по учебному плану),,,,,,,2020,,,,,,,,
40,,,,,,,,,,,,,,,Учебный год,,,,,,,2021-2022,,,,,,,,
41,,Форма обучения: очная форма,,,,,,,,,,,,,Образовательный стандарт (ФГОС),,,,,,, № 922 от 19.09.2017,,,,,,,,
42,,Срок получения образования: 4г,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,Код,Области профессиональной деятельности и (или) сферы профессиональной деятельности. Профессиональные стандарты,,,,,,,,,,,,,,,,,,,,,,,Приказ Минтруда,,,,
46,,06,"СВЯЗЬ, ИНФОРМАЦИОННЫЕ И КОММУНИКАЦИОННЫЕ ТЕХНОЛОГИИ",,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,06.013,СПЕЦИАЛИСТ ПО ИНФОРМАЦИОННЫМ РЕСУРСАМ,,,,,,,,,,,,,,,,,,,,,,,№ 629н от 08.09.2014 г.,,,,
48,,06.015,СПЕЦИАЛИСТ ПО ИНФОРМАЦИОННЫМ СИСТЕМАМ,,,,,,,,,,,,,,,,,,,,,,,№ 896н от 18.11.2014 г.,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Типы задач профессиональной деятельности,,,,,,,,,,,,,СОГЛАСОВАНО,,,,,,,,,,,,,,,
51,,производственно-технологический,,,,,,,,,,,,,Руководитель УД,,,,,,,,,,/ Козель Н.А./ ,,,,,
52,,организационно-управленческий,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,Директор ИППС,,,,,,,,,,/ Смолянинова О.Г./ ,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,Зав. Кафедрой СОТ_ИППС,,,,,,,,,,/ Ковалевич И.А./ ,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
